"","ACCIDENT_NO","LONGITUDE","LATITUDE"
"45170","T20170018215",145.23050248,-38.12189307
"14811","T20150015723",144.95462179,-37.83226834
"39759","T20170005590",145.27465862,-37.48131807
"35082","T20160024827",144.92319756,-38.35367018
"18958","T20150020207",145.15705723,-38.15276989
"39819","T20170002968",145.30796031,-38.01792538
"65535","T20190008376",145.49818061,-36.41057569
"9016","T20150003999",145.14756272,-37.87650602
"72710","T20160021208",145.16581515,-38.00469416
"37838","T20160027308",148.60813627,-37.70036986
"65326","T20180017589",145.18650297,-37.9665669
"55195","T20180010963",144.97116342,-37.8516094
"11247","T20150008012",145.96736103,-36.63188207
"64339","T20180014820",144.75701172,-37.69167368
"18627","T20150024167",144.1646675,-37.32721385
"51355","T20170024440",144.96497271,-37.81815969
"30869","T20160021340",145.14987259,-37.96207364
"46832","T20140021561",-1,-1
"51437","T20180012417",144.89231529,-37.80320972
"58666","T20180017004",145.35918663,-37.66521809
"65034","T20190003413",145.00133054,-37.72572998
"47280","T20170006214",143.84292828,-37.56036503
"59974","T20190002987",145.11684261,-37.69710886
"13360","T20150012941",145.02118486,-37.84249102
"18821","T20150020758",144.66711908,-37.89650886
"24132","T20160003153",144.77081295,-37.75943232
"68488","T20190016616",144.89889787,-37.75500266
"22429","T20160004126",145.90421625,-38.52290738
"63233","T20190010371",144.83376792,-37.79547688
"48587","T20170020731",144.47163586,-37.25608654
"58370","T20180014343",145.17107793,-38.15115835
"4856","T20140023607",145.02624097,-37.86552091
"55627","T20170021671",144.9871664,-37.91700294
"68084","T20190006508",145.43934487,-37.93225131
"36136","T20160023895",144.09516341,-38.32555563
"53720","T20180004343",145.14593387,-37.77467331
"20278","T20150025467",145.21131963,-37.98595991
"56936","T20180014891",144.9287904,-37.64050924
"31746","T20160014729",144.91413173,-37.68119213
"37220","T20160017439",144.88676661,-37.77589048
"35856","T20160027149",146.17855999,-38.39437999
"42919","T20170013252",147.09644206,-37.00353659
"17095","T20150021164",144.82630137,-37.75506053
"16829","T20150018772",145.00342829,-37.86301746
"67559","T20190014442",144.88730976,-37.69784984
"69076","T20150002814",146.60900206,-36.52162236
"67465","T20190000327",145.55183777,-38.07244073
"15371","T20150017777",145.31689,-38.02767835
"23351","T20160002656",145.10531203,-37.90161932
"63918","T20190003521",143.82234934,-37.53920131
"8871","T20150003783",145.46134012,-38.13582977
"14141","T20150015522",145.72734715,-36.42234187
"19696","T20150025948",145.05950611,-37.8161573
"76691","T20190000644",144.68996835,-37.884072
"26192","T20160005698",144.71386438,-37.91318923
"64662","T20190002483",144.95749823,-37.82038767
"23176","T20160001576",145.05048467,-37.70890173
"11356","T20150008045",145.12486613,-37.91293587
"61373","T20180022000",142.92715031,-38.19242
"12693","T20150010716",143.82633441,-37.58625374
"12664","T20150011528",145.13636635,-37.92018064
"13465","T20150013182",145.50870668,-37.57048432
"56317","T20180010097",144.97033303,-37.8232022
"67649","T20190011917",144.98489546,-37.8645386
"38016","T20170003407",146.88769115,-36.13829866
"55634","T20180018575",144.38741951,-38.05710682
"55494","T20180007995",142.76844254,-34.6126731
"20465","T20150023561",144.27062469,-36.76348545
"52208","T20180006539",145.16330053,-38.18504828
"59113","T20180019848",144.79860531,-37.79113648
"46943","T20180001581",145.24251188,-37.93162228
"12751","T20150012580",145.17806221,-37.96203586
"42869","T20170011986",145.21054786,-37.96201537
"49011","T20180000306",146.53499496,-36.16661599
"23615","T20160001594",145.37880782,-37.63544211
"16815","T20150016975",144.68355026,-37.49854468
"47938","T20170017779",145.16785384,-38.10544292
"70068","T20150015099",144.54734403,-37.68571993
"24039","T20160003017",145.24041873,-37.97281105
"40743","T20160023095",145.23406284,-38.50251086
"76309","T20180019365",144.80244836,-37.8242794
"27889","T20160012017",144.86337756,-37.6795692
"18683","T20150019633",145.0297277,-37.65743435
"45138","T20170002771",144.88473674,-38.36235474
"73574","T20170004894",144.77669926,-37.87825701
"52404","T20180006878",145.14645741,-37.79944178
"67019","T20190018435",144.97238111,-37.81601014
"2891","T20140019822",-1,-1
"54768","T20180008268",144.33686194,-38.138056
"256","T20140014232",-1,-1
"18366","T20150023804",145.01339651,-37.39016623
"75819","T20180011716",144.38558823,-38.16650305
"54400","T20180015910",145.39406434,-36.35949143
"14512","T20150015369",145.17263292,-38.09947586
"10252","T20150004975",141.6863393,-37.77937361
"67789","T20190002313",144.34471765,-38.18255743
"44808","T20170022736",145.11931294,-37.7866726
"5705","T20140026337",144.93944271,-37.39485458
"382","T20140014358",144.74594937,-37.87103619
"19184","T20150025309",142.64294859,-36.98642035
"48364","T20180002701",145.14643474,-37.01747569
"76116","T20180016081",143.81155093,-37.55507453
"70530","T20150020456",144.9780631,-37.75704738
"45870","T20180000277",143.82039027,-37.58827876
"6610","T20150001120",145.28422041,-37.88586265
"44274","T20170014491",144.98798751,-37.75818489
"45594","T20170024320",143.12502344,-38.67223633
"73957","T20170010047",145.27638424,-37.99030756
"27434","T20160007164",144.99231518,-37.85788316
"51509","T20180009066",144.94990505,-37.80623146
"19759","T20150022063",145.00990437,-37.86370154
"77001","T20190005250",145.2483169,-38.07861116
"10061","T20150006090",144.04467788,-38.47242436
"49093","T20170020086",145.08088567,-37.83094154
"52259","T20180014191",144.91937583,-37.77203523
"24065","T20160007597",145.30198939,-38.0208945
"17316","T20150016779",145.18465912,-37.92897834
"3912","T20140021443",-1,-1
"62653","T20180023158",144.26118965,-38.13010806
"37795","T20170001976",144.93711149,-37.66219444
"57569","T20170024960",145.10095748,-38.02585667
"42112","T20170007567",144.12582729,-38.33291791
"36603","T20160027793",146.55500218,-38.148925
"38375","T20170003861",144.84214713,-37.78080176
"44407","T20170016291",145.41728468,-37.87255277
"26383","T20160009330",145.22535894,-37.96006982
"29315","T20160018498",145.04366999,-37.63416999
"22809","T20160002503",145.03233682,-37.91767584
"39752","T20170011892",145.19225349,-37.81659171
"13314","T20150012904",144.98476321,-37.84730296
"12399","T20150008685",144.36163715,-38.14864507
"62941","T20190009746",144.9648035,-37.83425874
"53473","T20180003906",145.17158139,-37.64977796
"56182","T20180013009",144.97775489,-37.79824721
"283","T20140014223",-1,-1
"53656","T20180005451",145.16272964,-38.17328447
"48445","T20180002861",143.83825628,-37.55958703
"4539","T20140022899",143.84106975,-37.58841789
"71873","T20160010380",145.83341049,-38.37845351
"35684","T20160027812",146.8490814,-37.82076999
"2744","T20140018744",-1,-1
"15634","T20150013999",145.1259142,-38.10304609
"48243","T20170023846",145.45883539,-38.42591535
"20844","T20160000787",144.9221195,-38.35148201
"32823","T20160021574",142.58584811,-38.40234137
"46003","T20170017127",145.16355516,-36.31381855
"42127","T20170007581",141.60689832,-38.29885209
"66489","T20190007532",146.52098909,-36.23483828
"54236","T20180006842",146.65509952,-37.89502308
"7173","T20150000484",145.12893505,-37.85729665
"26839","T20160006084",145.02737863,-37.8152215
"31894","T20160019746",144.95870819,-37.78984886
"76180","T20180017184",145.55921416,-36.1599437
"9524","T20150003853",145.02004273,-38.38509796
"24898","T20160009539",145.16765902,-37.90413757
"64797","T20180016148",145.35919682,-37.7637275
"42917","T20170013246",145.00629694,-37.92088547
"69369","T20150006284",145.18268974,-38.10071015
"7567","T20150000851",145.04748542,-37.83032852
"65181","T20190003808",144.96049586,-37.77144462
"29687","T20160015627",144.3504856,-38.16768542
"72753","T20160021789",144.5896711,-37.48774789
"70991","T20150026505",143.86512633,-37.55185053
"68335","T20190010059",144.54206317,-37.01524351
"43006","T20170012155",145.28891836,-37.8377968
"37756","T20170008771",144.7287691,-37.89350952
"45873","T20170014738",145.12274132,-37.9088852
"4413","T20140022896",144.97531022,-37.86096539
"14180","T20150014648",145.26952874,-37.81109706
"29487","T20160018806",145.055101,-37.75665639
"49062","T20180006528",144.81398236,-37.83109726
"45853","T20180000075",144.5451231,-38.20872228
"36140","T20160015802",144.70567176,-37.96526669
"44888","T20170022840",145.92212264,-36.94979301
"72460","T20160017985",146.47160757,-38.22072341
"20312","T20150022890",144.94886503,-37.73953651
"54520","T20180007475",144.83169533,-37.78635644
"43912","T20170021230",146.53310612,-38.19956612
"57422","T20190000498",145.22979135,-37.76705625
"59702","T20180017338",144.96530941,-37.82215413
"57632","T20180015121",144.57894703,-37.82334808
"48963","T20180004025",144.97017218,-37.85373274
"65738","T20190006136",144.78150524,-37.73033137
"58663","T20180016965",145.292333,-38.1004726
"76029","T20180015025",145.2987807,-37.85087176
"50411","T20180001146",144.80697792,-37.75351311
"49770","T20170021383",144.92692695,-37.77277679
"23536","T20160001249",144.29279288,-38.17181219
"57391","T20190000439",145.26924935,-37.98770896
"41451","T20170006114",145.21634759,-37.84613297
"46038","T20170018163",145.36971285,-37.86490189
"41961","T20160024871",145.34046137,-38.03083934
"41527","T20160024319",144.88558554,-37.8443523
"36416","T20160027464",145.15434029,-38.19234388
"3034","T20140019195",145.11351134,-37.82489133
"74041","T20170011313",144.93604635,-37.7887969
"42758","T20170013015",144.3904708,-38.17575878
"12184","T20150008402",145.07361022,-37.79318966
"20895","T20160000863",144.35868855,-38.0666113
"61283","T20180019869",144.34902611,-38.13673809
"62881","T20190009482",142.20749084,-34.51591502
"42863","T20170013228",145.50444564,-38.56104831
"63827","T20190003370",145.10951806,-37.01985124
"47405","T20170020903",144.64746798,-37.88361753
"7133","T20140026217",145.06728087,-37.90730641
"52824","T20180015328",145.24753234,-37.80898904
"58571","T20190003301",144.9636731,-37.72722922
"71729","T20160008587",145.22821172,-38.13399116
"21072","T20150026277",145.13436423,-37.84126091
"8369","T20150004846",145.157076,-38.10066386
"9757","T20150007420",142.5768205,-35.30386669
"8901","T20150003174",145.01516465,-37.62960267
"6774","T20150001465",145.21953986,-37.95650926
"58386","T20180016560",142.46302419,-38.37421195
"35405","T20170003739",145.32959358,-37.90118661
"13780","T20150012129",145.081165,-37.82429404
"67154","T20180023244",144.63375612,-37.90226886
"64608","T20190002250",144.76931921,-37.69493238
"67697","T20190001295",144.69808704,-37.92092513
"74718","T20170020704",145.94453654,-38.12783918
"48044","T20170023484",145.31161218,-37.97897301
"51609","T20170024697",142.16588568,-34.23141728
"35784","T20170004449",144.46272837,-38.17501687
"13793","T20150010807",145.18948249,-37.80435012
"53286","T20170017598",145.29218059,-37.73131911
"22316","T20150026556",145.25895028,-38.02717832
"75558","T20180007876",145.11795911,-37.9335826
"42439","T20170008273",145.4016807,-37.63387279
"71216","T20160002109",144.9788444,-37.8373103
"36329","T20160015946",144.35368551,-38.11974648
"59725","T20180004099",144.55529244,-37.74507177
"64626","T20190002386",144.73517223,-37.72506908
"72713","T20160021233",144.96794597,-37.81059499
"43999","T20170021321",145.08195954,-37.87803478
"17240","T20150017771",144.84105221,-37.74515589
"29445","T20160017937",145.11011801,-37.81384773
"76447","T20180021533",145.15187996,-37.85285461
"64552","T20190003030",146.87511688,-36.14678863
"73600","T20170005183",145.09229274,-38.00989721
"43673","T20170014783",145.31611393,-38.08540841
"34290","T20160023307",145.02910835,-37.80741491
"45036","T20170013512",144.84955822,-37.84431952
"50270","T20180009574",144.97856858,-37.823375
"26648","T20160006434",145.50539187,-38.21761773
"58590","T20190000452",145.01547935,-37.8596062
"42474","T20170008364",144.96072312,-37.81939085
"77329","T20190010033",142.15396247,-34.19257209
"51513","T20180009097",145.05815243,-37.95107781
"32451","T20160024462",147.09654696,-36.71450248
"63588","T20180012534",144.89221028,-37.77717369
"46075","T20170023883",143.14604181,-38.23360152
"38091","T20170004245",145.00907973,-37.84042331
"73555","T20170004675",143.86603428,-37.56145068
"58511","T20180016773",144.97831579,-37.77898281
"8950","T20150003312",144.97922282,-37.77350397
"53642","T20180006742",145.09103445,-37.84983092
"75759","T20180011014",144.73497208,-36.14054379
"5789","T20140026541",145.02025826,-37.70605126
"918","T20140015990",-1,-1
"71193","T20160001872",144.80052121,-37.72816357
"20607","T20160000276",144.95092172,-37.30257825
"40031","T20170012475",145.3013564,-38.05359206
"25011","T20160005337",145.30800495,-37.85066831
"73663","T20170006044",142.78741,-37.22396099
"42665","T20170012803",144.95291244,-37.81034927
"35899","T20170005055",145.0704072,-37.75673778
"58887","T20180017412",145.44080462,-37.89555256
"60431","T20180018825",143.82086173,-37.5467822
"41716","T20170010066",145.00212709,-37.8589297
"66261","T20190007477",144.96842226,-37.79223727
"74541","T20170018079",144.7287601,-37.57562876
"66715","T20190008247",145.38654867,-37.91997846
"64543","T20190002071",144.75516663,-37.89164338
"49045","T20170023405",145.24523228,-37.98886834
"44629","T20170016795",145.17968247,-37.96951526
"41295","T20160024109",145.22714953,-37.84890657
"22459","T20160000079",148.00350139,-37.87696305
"50374","T20170023968",141.99718102,-35.96744256
"941","T20140015369",-1,-1
"13680","T20150014417",143.40184256,-37.22366411
"48780","T20170024836",143.59237782,-38.33948385
"69069","T20150002703",144.98358476,-37.7257132
"18265","T20150018954",145.26632638,-37.84072863
"77097","T20190006790",145.18303259,-37.66263319
"4900","T20140023750",145.7211608,-35.97045384
"26634","T20160011826",144.86736611,-37.71433278
"4895","T20140022585",-1,-1
"1039","T20140015852",-1,-1
"5808","T20140024437",145.12578853,-38.14999995
"64204","T20190005579",144.94975147,-37.76276037
"40313","T20160022379",145.09260785,-37.89333871
"76573","T20180023567",145.34335773,-37.75474964
"12541","T20150008952",144.91570045,-37.69446547
"30376","T20160015063",144.70553666,-37.83581523
"41370","T20170016266",145.03118909,-37.60931399
"7285","T20150000216",144.64971307,-37.42625562
"22102","T20160003469",145.06040064,-37.98897596
"44546","T20170012583",145.32624979,-37.32660062
"69311","T20150005674",145.16212698,-38.17559133
"53782","T20180005662",144.81406347,-37.36871264
"75225","T20180002891",142.49246019,-38.39201159
"4624","T20140022782",144.99792092,-37.84738237
"66025","T20190010627",144.96591964,-37.73931529
"48046","T20170023514",145.14460624,-37.67759879
"28603","T20160013560",144.61441862,-37.87418331
"11973","T20150008113",145.26650896,-37.84283969
"34010","T20160024472",145.21687183,-37.98932923
"44914","T20170015957",144.96193322,-37.76787845
"19799","T20150024442",145.93214472,-38.06317071
"69166","T20150003992",144.9688401,-37.69052932
"44548","T20170022092",145.36818336,-37.71974048
"26112","T20160008761",144.97353143,-37.81345664
"50017","T20180006137",145.02696487,-37.68847304
"25045","T20160003386",145.11230562,-38.04508336
"20083","T20150025096",144.91395534,-37.6843429
"67879","T20190003701",144.9817344,-37.81861816
"40698","T20170013891",144.77494219,-37.7782049
"8404","T20150002923",145.14709802,-37.91727007
"49570","T20180005016",145.01061604,-37.69813516
"18948","T20150021251",144.53014073,-36.37037987
"48289","T20170023977",144.96127366,-37.83466207
"15976","T20150015053",145.03364097,-37.86307382
"26790","T20160008567",145.43532301,-37.80672662
"27387","T20160014506",144.93752809,-37.75632118
"22320","T20160003851",145.0295721,-37.91736666
"11251","T20150008339",145.12687981,-38.08169725
"33434","T20160021480",145.09214635,-37.84582115
"54250","T20170019217",143.5070803,-37.27498371
"12568","T20150012241",144.78528132,-37.84441316
"50577","T20180007118",145.44797962,-38.52946878
"72647","T20160020390",144.78140307,-37.69748898
"69539","T20150008293",145.00985904,-37.77060002
"72599","T20160019792",145.0258737,-37.64851897
"60753","T20190004985",144.97982641,-37.80373358
"50863","T20180007657",145.00168691,-37.90485768
"9207","T20150004714",145.21120926,-37.80828169
"47992","T20170007731",145.03427013,-38.2400069
"66556","T20190012776",146.50084229,-37.75401046
"77283","T20190009391",144.81540132,-37.77558707
"45331","T20170003244",145.25218742,-37.79915465
"43257","T20170019950",145.13731622,-37.72068582
"33320","T20160023020",144.98118104,-37.53358354
"68608","T20140023555",145.21722163,-37.95430441
"28535","T20160016749",145.05444453,-37.84575836
"42191","T20170007782",144.86416339,-37.73816946
"14273","T20150014787",145.04623203,-37.75118408
"51623","T20180001561",145.09231,-37.8689
"21866","T20150025207",145.15806254,-36.99224882
"7705","T20150003573",144.94386647,-37.70255411
"51572","T20180001508",145.1455626,-37.98498918
"5135","T20140023926",144.88299844,-37.78859231
"70829","T20150024575",144.98967474,-37.69262384
"26647","T20160013189",145.03585593,-38.23685448
"11396","T20150010261",145.08332372,-37.95476429
"58846","T20190004100",144.94893267,-37.81557975
"15157","T20150016252",145.31274597,-37.99672476
"2918","T20140019911",-1,-1
"50823","T20170012456",145.2156386,-37.81339238
"17226","T20150019507",143.69771724,-37.66332605
"15503","T20150013802",143.84140542,-37.56017974
"73933","T20170009792",145.01618504,-37.73201624
"7484","T20150003117",145.14366605,-37.78770192
"33854","T20160022869",145.00589961,-37.71776728
"28444","T20160009775",143.85476162,-37.5621718
"12171","T20150009768",144.33951282,-36.80554654
"18424","T20150020206",145.02482902,-37.72494364
"22849","T20160004844",145.16152849,-37.92500702
"35976","T20170000434",144.97441178,-37.81238764
"51016","T20170023879",145.30429867,-38.0415088
"61715","T20190000385",145.05595407,-37.83530361
"7241","T20150002599",145.24800293,-37.73647054
"3683","T20140021409",145.02788028,-37.62839052
"62843","T20180023737",145.16373308,-37.19535565
"74858","T20170022690",145.12028999,-38.01947076
"910","T20140015960",-1,-1
"49889","T20170010960",146.37004773,-37.10339036
"52032","T20180006126",144.49290969,-38.2750102
"71060","T20160000158",145.2209462,-37.95657213
"67530","T20190012035",145.09941079,-37.93256884
"3115","T20140019477",145.33391338,-37.65757994
"22535","T20160002031",145.68856547,-37.53404432
"54449","T20180019174",145.21695897,-37.9545671
"52725","T20180002304",144.64561894,-37.88586567
"54790","T20180016733",144.94675482,-37.64269505
"31246","T20160015110",145.0813135,-37.9906609
"38104","T20170002461",145.34215231,-38.040293
"44227","T20170001095",144.83355646,-37.78315907
"59783","T20180017534",145.20091766,-38.03794874
"57313","T20180012204",145.53032109,-37.87648905
"11821","T20150010926",145.28970554,-37.79966057
"30049","T20160014802",144.33628942,-38.14168064
"61204","T20180023426",144.34407455,-38.10745839
"55448","T20170021251",145.05441547,-37.97227816
"65793","T20190006333",145.49303326,-37.77549182
"28567","T20160013451",144.98745521,-37.86099946
"55570","T20170021558",145.15276038,-37.76193176
"39066","T20170001620",143.55816024,-35.33785181
"53229","T20180008397",144.29985439,-36.74021183
"65825","T20180019096",144.94361023,-37.81247993
"27213","T20160006686",145.04557335,-36.31917985
"72955","T20160024689",145.29816123,-38.0200797
"53901","T20180017547",145.24797525,-37.8729622
"61820","T20180020805",144.95126914,-38.35115434
"38170","T20160027985",145.29512499,-38.08450392
"44958","T20170017783",145.14611897,-37.90482983
"52078","T20180002565",145.12446288,-38.13441594
"74697","T20170020406",145.03373145,-37.83158138
"69229","T20150004652",144.74416728,-37.69184615
"61163","T20190009809",145.61179402,-37.00647171
"47815","T20170007436",146.36204165,-36.31094897
"73834","T20170008353",145.09613776,-37.89532923
"31374","T20160014047",145.16212154,-37.88173778
"53716","T20180017187",142.35831394,-38.33260511
"38903","T20170010136",144.95496393,-37.82107663
"38561","T20170009639",144.24438912,-36.79476779
"56238","T20180013269",144.06185704,-37.84729351
"54584","T20170019878",146.1106293,-38.06222267
"57695","T20180022918",144.72792095,-37.89745801
"55865","T20170021932",147.04390537,-38.05417141
"57420","T20180012667",145.14757817,-37.87651707
"32685","T20160019616",145.12604681,-37.75645238
"13187","T20150010970",147.62752079,-37.82632663
"47365","T20170007085",145.50396691,-37.92442017
"63302","T20190001707",142.86775817,-37.29176506
"34487","T20160024453",145.38269627,-38.21471411
"74753","T20170021267",145.55874227,-37.33709061
"20924","T20160001117",145.1268404,-37.79731284
"32556","T20160019311",145.14508109,-38.06804258
"46388","T20140018860",144.96987179,-37.75926579
"71528","T20160006186",146.94621278,-36.18101606
"28136","T20160011226",145.42422955,-37.52184509
"66383","T20190007791",144.9822607,-37.83410977
"42057","T20170017544",144.65888517,-38.26853814
"13759","T20150013773",142.62210576,-38.38408843
"73326","T20170001329",145.01466224,-37.97384835
"41981","T20170009982",145.13236607,-38.02656801
"27625","T20160014984",146.21705942,-37.10028304
"40206","T20170012950",144.98496235,-37.84595878
"66010","T20190006924",145.22158091,-37.95737748
"34549","T20160023786",145.01416812,-37.67830732
"32633","T20160025254",144.8742862,-37.77934852
"42111","T20170007557",143.16121388,-35.53770404
"59463","T20180016933",145.28414417,-37.78271036
"57294","T20180014437",144.80707511,-37.72802507
"28678","T20160009678",145.10962503,-37.8791522
"67669","T20190001144",144.9957619,-37.74930867
"2299","T20140018041",146.03268617,-38.02628825
"61926","T20180023235",144.84929013,-37.67289211
"33195","T20160026489",144.34198637,-38.19708983
"54982","T20180009651",146.42064916,-38.23384142
"66145","T20190006461",144.66163101,-37.68318159
"23857","T20160002767",145.26917046,-37.48121405
"54087","T20180018275",144.65831527,-37.9030037
"25593","T20160010839",143.83409376,-37.58613271
"57696","T20180022923",142.17495436,-36.80097379
"65187","T20190004709",144.33801284,-36.75965898
"49626","T20170022595",145.39774038,-36.41816475
"21158","T20150026400",144.25911015,-35.79122824
"27735","T20160015255",145.02886817,-37.80887802
"30703","T20160021006",145.26652848,-37.60561975
"3318","T20140021004",-1,-36.71550491
"18270","T20150019876",145.12208168,-37.91399836
"37168","T20170000874",145.28610138,-37.8540052
"13686","T20150014522",144.97335382,-37.80814555
"10248","T20150004940",144.83322465,-37.78496755
"28910","T20160016620",144.90414876,-37.64619284
"7995","T20150002062",145.14296843,-38.2340318
"52200","T20180014079",145.00711412,-37.67944951
"70546","T20150020737",144.8023635,-37.72839812
"54509","T20180016273",145.08083613,-37.93245276
"19968","T20150021868",145.09619991,-37.67105841
"6283","T20140026027",144.97719113,-37.74246184
"47484","T20180000999",145.54748215,-37.95945378
"37329","T20170002061",145.03890093,-37.95587134
"20359","T20150024984",145.23092051,-37.8146751
"64244","T20190005682",144.78030736,-37.77103938
"18652","T20150023979",144.36222503,-38.15017432
"22727","T20160004240",145.13584302,-38.14972387
"21522","T20160000080",145.02632373,-37.78995377
"16563","T20150016838",147.65188857,-37.78584219
"35072","T20170003221",145.19369488,-37.93656276
"67784","T20190002255",144.97738607,-37.82326423
"31937","T20160023772",147.27799487,-38.20154376
"23739","T20160006774",144.28156599,-36.75742748
"32731","T20160020596",144.34653153,-38.08257307
"34275","T20160020121",145.30923184,-38.01389068
"52313","T20180014248",144.9438198,-37.80132564
"76214","T20180017846",144.34685283,-36.91745893
"9770","T20150004116",145.22266207,-36.41407543
"23045","T20160003018",143.85780609,-37.56211091
"21066","T20150023927",144.13122199,-37.86149191
"72897","T20160023940",145.13740222,-37.73308681
"27054","T20160012773",144.96422461,-37.75491019
"47636","T20170022115",145.37439466,-38.52069693
"34533","T20170001363",145.26323629,-37.8780974
"63545","T20180012391",144.9807028,-37.79857253
"24101","T20160004048",146.04179834,-37.998448
"18128","T20150019571",145.04362295,-37.8298532
"65864","T20190005576",144.87745998,-38.36339398
"53733","T20180009682",145.05678807,-38.22038274
"29448","T20160017957",145.04372098,-37.71686543
"6049","T20150000116",145.03153385,-37.84377605
"15857","T20150016550",144.95370266,-37.84680639
"27097","T20160009143",144.93103465,-37.77927205
"16927","T20150017139",144.52193823,-36.67709864
"3477","T20140020676",-1,-1
"64321","T20190005916",145.12216289,-37.91113885
"21645","T20150024904",145.27563787,-37.88326665
"47876","T20180001778",144.4244057,-37.65917783
"75863","T20180012385",145.23533245,-37.18167028
"69059","T20150002622",144.80295994,-37.77356071
"20221","T20150024512",145.14096804,-38.04609463
"24909","T20160008424",145.35370415,-37.86289229
"10762","T20150007415",145.30929444,-37.89348901
"67609","T20190000641",144.97183804,-37.77056852
"19119","T20150023050",145.31917518,-38.04287881
"34037","T20160023401",144.68496882,-37.87779997
"34143","T20160023539",145.30607141,-38.03129791
"47120","T20170019543",145.79214369,-38.17441192
"54467","T20180008802",144.96501084,-37.79312711
"11620","T20150008638",144.96333814,-37.72163864
"74700","T20170020441",143.13602052,-38.67495863
"20283","T20150027122",144.38899151,-38.29521215
"924","T20140015731",-1,-1
"21589","T20160001964",145.950334,-38.15445116
"5104","T20140023206",145.12072626,-37.92437443
"1247","T20140016321",-1,-1
"39142","T20170005341",144.74355413,-37.87185153
"77157","T20190007650",144.6611102,-37.88994045
"33522","T20160022064",145.2832236,-37.79986363
"20879","T20150023444",145.09266773,-37.98459004
"52398","T20180006810",145.08343607,-37.8787584
"33877","T20160024315",146.13146694,-38.37446826
"52221","T20170015375",144.70516675,-37.85694462
"49369","T20180001023",144.69965126,-37.90370913
"22177","T20160003663",144.3341668,-38.08422138
"4444","T20140021630",144.70056267,-37.86600799
"73310","T20170001118",144.98562843,-37.90986402
"29449","T20160010820",143.85514732,-37.56728526
"28750","T20160016435",145.75592066,-38.36134064
"22131","T20150026262",144.88819579,-38.39809939
"48339","T20170020210",144.7513102,-36.14054974
"44963","T20170002496",145.30441585,-37.82162106
"61933","T20180020924",145.10211079,-37.88586977
"30574","T20160015515",145.120796,-37.91943906
"20315","T20150022905",144.97831051,-37.79888203
"47924","T20180001882",144.70084352,-37.88436955
"3777","T20140021139",-1,-1
"65019","T20190006580",145.05749792,-37.96527692
"67574","T20190011520",144.99785307,-37.82602209
"65345","T20190007808",144.97055564,-37.77823319
"11708","T20150009578",145.05849,-37.74404171
"61879","T20180008413",145.05665765,-37.83131735
"20099","T20150026816",144.61711268,-37.69976558
"61193","T20180021769",145.04609887,-37.89339139
"64426","T20190004779",144.99113412,-37.82488061
"39625","T20170005432",144.13906562,-37.48812392
"10733","T20150007523",146.7726061,-36.40108486
"6685","T20150001289",144.67810075,-37.86193758
"19379","T20150023616",145.14003894,-37.91616562
"29710","T20160014021",144.86117276,-37.67639482
"43062","T20160026932",147.14500747,-37.8476537
"10421","T20150008613",145.35948238,-37.925478
"56244","T20180019897",141.58869159,-38.3557192
"69866","T20150012152",143.61105582,-37.61518036
"69481","T20150007585",146.9630303,-36.72615056
"9231","T20150002531",144.80378872,-37.70849781
"21283","T20150025194",144.57834899,-37.67400277
"15856","T20150016533",145.1568685,-37.94088009
"45437","T20140015077",142.20919999,-36.71182839
"7713","T20150000034",144.75299112,-37.7242064
"29836","T20160018987",146.86826231,-37.89142427
"24151","T20160007859",144.77686619,-37.87632175
"9148","T20150003964",145.17450672,-37.81295143
"58655","T20180018912",145.18017086,-37.79091066
"11064","T20150007548",144.9777674,-37.77900496
"30364","T20160016881",146.00085174,-36.9294171
"9690","T20150005067",146.95554565,-36.21171588
"30982","T20160014405",145.23635739,-37.97261251
"76503","T20180022572",142.15947735,-34.24469649
"74652","T20170019651",144.99433733,-37.8549319
"10941","T20150007472",144.88482357,-37.66420253
"25209","T20160008948",145.95726445,-38.42684557
"25905","T20160010456",144.63941442,-37.53589524
"72814","T20160022601",145.27768943,-38.02967863
"64957","T20190006433",145.31441079,-38.18019429
"19752","T20150022002",143.83302489,-37.5707867
"25750","T20160008347",144.95542638,-37.81644997
"53163","T20180003262",145.19686673,-37.991304
"27834","T20160014354",145.2765467,-37.86160778
"36337","T20170006004",144.3704077,-38.15704713
"75903","T20180012954",145.05569617,-37.96541091
"46410","T20140019160",145.47519187,-38.07116798
"39008","T20170001514",145.01746453,-37.83073891
"54481","T20180007380",144.98269222,-37.85893692
"3373","T20140019776",-1,-1
"14492","T20150013736",144.89538324,-37.73844708
"40517","T20170007219",142.37758421,-38.3167152
"42575","T20170012541",145.23801486,-37.99509211
"22576","T20160002074",147.62684812,-37.87979686
"17711","T20150017844",144.98427574,-37.85981907
"65957","T20190005791",145.08023982,-37.72559485
"2539","T20140018689",144.76076795,-37.87031104
"53330","T20180003652",145.10725548,-38.15747579
"37275","T20170000916",145.04283326,-38.22638176
"29139","T20160010457",144.55974023,-37.70114554
"55299","T20180020895",145.02677727,-37.86214286
"30745","T20160015839",145.1883857,-38.28540893
"45773","T20140015988",145.16769482,-37.96533156
"2948","T20140019919",145.14336869,-37.92456136
"16878","T20150018830",145.16807131,-37.86830471
"7461","T20140026810",146.19184233,-38.20161163
"47749","T20170019148",144.87693912,-37.71681861
