"","ACCIDENT_NO","LONGITUDE","LATITUDE"
"6727","T20150001409",145.02830047,-37.86323866
"76398","T20180020762",144.90540038,-37.73693859
"29024","T20160017881",145.04111267,-37.90405771
"74381","T20170015647",144.97671324,-37.86017115
"20149","T20150024272",145.17821946,-37.97971316
"61996","T20180008751",145.2152502,-38.03208081
"31114","T20160016525",145.28282464,-38.11304706
"28319","T20160016398",142.10068612,-34.21163595
"24222","T20160006987",142.98419819,-38.48810864
"16409","T20150019308",145.30520251,-38.0253034
"24215","T20160004127",145.12831857,-37.90961676
"30842","T20160021249",144.28357024,-36.75980578
"17000","T20150019167",145.4896659,-37.58604696
"45925","T20170015092",143.75697043,-37.5564402
"47379","T20180000155",145.17974758,-37.9057103
"69308","T20150005631",145.11621736,-38.14827066
"25396","T20160005791",145.08378065,-37.91721317
"22594","T20160004453",144.96699526,-37.81648981
"54200","T20180006821",144.5649543,-37.42288667
"31344","T20160022178",143.74463445,-37.27202207
"39459","T20170006835",144.98860952,-37.90296707
"77422","T20190011595",145.00923233,-37.82689164
"41000","T20170009417",145.75298933,-37.51159315
"13802","T20150014011",144.85002127,-37.73945689
"14468","T20150015251",144.38366361,-38.18387926
"15297","T20150016506",145.46840823,-38.21167495
"2610","T20140018418",144.31291949,-37.41971075
"31227","T20160018480",144.7997533,-37.74588149
"9847","T20150005702",147.22490064,-36.81298321
"24431","T20160004472",144.88904229,-37.73600634
"66295","T20190007587",144.93671075,-37.71637869
"48513","T20180003089",145.01924401,-37.7653269
"61611","T20180022637",145.31494393,-37.89272302
"45502","T20170024076",144.78191558,-37.7275543
"16755","T20150017127",145.35796132,-37.8979319
"17177","T20150021396",144.31743803,-36.7592831
"30351","T20160015684",142.74306307,-37.25901483
"29973","T20160016336",145.11099845,-38.00095984
"58979","T20180015805",144.95379744,-37.81250787
"67183","T20190010258",145.28079707,-37.59314371
"15230","T20150017470",145.06182421,-37.80449508
"1014","T20140016251",-1,-1
"67259","T20190010585",144.97098732,-37.69081821
"59190","T20180003132",144.85744709,-37.73987217
"40334","T20170008498",144.10611864,-38.39756088
"69980","T20150013842",145.1721196,-38.08605687
"76010","T20180014601",145.06215922,-37.80074933
"33109","T20160021247",144.70909959,-37.93957312
"6338","T20140025372",145.60246046,-35.90081207
"18032","T20150023251",145.22336104,-37.97102809
"24676","T20160004270",144.93063939,-37.82640763
"63879","T20190000655",145.65988,-35.93454999
"33616","T20160023647",145.08397803,-38.0059175
"70273","T20150017400",144.9595134,-37.79988508
"69703","T20150010368",144.02681,-36.74881999
"40191","T20170008102",145.52499196,-37.64928957
"30416","T20160015182",144.38459092,-38.15871538
"41632","T20160024486",143.65871165,-37.47326699
"365","T20140014444",146.67800845,-37.85228484
"46557","T20140020903",144.79713954,-37.83449146
"68105","T20190006779",144.34056479,-38.15049115
"56506","T20180010589",145.140544,-37.80909877
"17698","T20150020270",144.76258607,-37.77868127
"16262","T20150019030",145.38349519,-37.78670007
"40021","T20170013686",145.0053155,-37.66440955
"9663","T20150005416",145.07201477,-37.91815141
"45260","T20170023379",145.03178229,-36.29943406
"34483","T20160020527",144.89101311,-37.82590472
"73271","T20170000606",144.98160273,-37.86399728
"30508","T20160013153",145.24226107,-37.97313702
"44952","T20170022844",144.88843217,-37.68486388
"58542","T20180014961",145.00888999,-37.74206999
"57578","T20180016448",145.16796851,-37.76272737
"41681","T20160024541",145.92283559,-38.23463605
"22140","T20160001121",144.91362487,-37.83033182
"51914","T20180005857",145.67320831,-36.05426864
"57961","T20180017556",144.23943742,-36.79627853
"47112","T20170019407",144.8839718,-37.67894542
"50096","T20170022093",145.13403515,-38.15363788
"38772","T20170000878",144.93300802,-37.81763996
"2929","T20140020172",145.9904108,-36.55231038
"4491","T20140022967",-1,-1
"50347","T20180000915",145.97759659,-36.03536381
"40973","T20170014621",144.81162442,-37.8318687
"69922","T20150012910",144.80243064,-37.72821478
"62318","T20180023937",144.86536978,-37.781866
"54668","T20180019690",145.22276881,-36.31362832
"64104","T20190001188",144.95824109,-37.6895105
"4128","T20140021616",-1,-1
"48938","T20170019958",143.79901775,-37.72283379
"69935","T20150013184",145.01377844,-37.82744151
"46649","T20170004702",145.09701017,-37.86624023
"55762","T20180012131",145.19462728,-37.82817368
"48327","T20170008283",144.47293888,-37.48993526
"56817","T20180011587",144.93178812,-37.82078603
"46629","T20170016425",145.00530415,-37.83750248
"52902","T20180015427",146.31553748,-36.35932667
"54903","T20180016901",145.02584207,-37.64851925
"63581","T20190002586",144.75339354,-36.12567446
"12823","T20150011928",145.1706991,-37.84615794
"32626","T20160020260",145.26284787,-37.91363582
"63258","T20190001642",144.93880813,-37.83860858
"9841","T20150005253",144.90331166,-37.80710643
"61776","T20190007149",145.00614449,-37.81428569
"59451","T20190005810",144.98810146,-37.81070567
"29125","T20160012750",145.03391437,-36.30779143
"66980","T20180022254",145.13975653,-37.81349252
"60121","T20180004714",145.20522563,-37.96877633
"14933","T20150013571",144.97313184,-37.78207253
"65148","T20190007102",147.07646425,-36.26052625
"13413","T20150010636",144.28905668,-36.74549328
"4024","T20140022758",145.14082585,-38.01087026
"2380","T20140018334",145.13626908,-37.83072792
"40660","T20170004521",145.43723626,-37.5288393
"72774","T20160022031",145.10513991,-37.97146969
"10268","T20150004489",145.03153884,-37.8437891
"52746","T20170016444",144.42219171,-37.66394923
"21655","T20150025515",144.93041106,-37.73837059
"34391","T20160020426",145.07581811,-37.78678165
"48964","T20180004026",144.16239005,-37.28755853
"21784","T20160000681",144.9916992,-37.8861691
"42357","T20170008078",142.94399835,-37.28387692
"47078","T20170018848",145.33940658,-37.90656867
"52489","T20180007018",145.46202015,-36.36810693
"6762","T20140027025",145.13498889,-37.7526343
"28112","T20160011102",144.36902142,-38.07538405
"9116","T20150003277",144.99698103,-37.83966621
"36817","T20170000027",147.22845161,-36.82146625
"12957","T20150012040",142.39793187,-36.25324265
"52244","T20180001072",145.2253002,-37.99794735
"9181","T20150002495",145.33879685,-38.05794334
"19965","T20150024847",145.11353005,-36.28402684
"7764","T20150001814",145.43188044,-36.04920448
"65729","T20180018802",144.92240452,-37.78949903
"44584","T20170022316",145.23589655,-38.07727698
"35207","T20160025770",145.25259115,-38.17260665
"41491","T20170010399",144.94928029,-37.80513022
"48889","T20180005882",145.26337814,-37.91381805
"75403","T20180005366",143.6874321,-37.7088594
"37487","T20160017837",142.91952399,-38.24352026
"26743","T20160008729",145.29821713,-37.86302617
"1132","T20140016029",-1,-1
"67130","T20180022821",145.47213594,-38.08631321
"41901","T20160024826",143.85530031,-37.55922637
"46719","T20170005346",144.97806072,-37.80034369
"5262","T20140024186",144.35352086,-38.14366925
"48459","T20170024133",146.64833315,-36.36951467
"39187","T20160020239",145.34887042,-37.64950208
"23245","T20160000731",146.33045343,-36.85584611
"26843","T20160006907",145.02645943,-37.82137194
"50399","T20180010140",145.19368193,-37.81643837
"62624","T20180022137",143.49327551,-37.09288416
"75670","T20180009495",144.73535772,-37.57997205
"76009","T20180014596",145.19234585,-37.81664521
"73692","T20170006415",148.75808421,-37.45637155
"20253","T20150024652",145.92840199,-38.15317399
"24962","T20160004889",144.60383373,-37.00398896
"58501","T20190003047",144.9340329,-37.63643854
"63591","T20180024484",144.80535543,-37.29710535
"49019","T20170009316",145.09718991,-37.81469745
"518","T20140014510",-1,-1
"46143","T20170017676",144.76027062,-37.57148889
"46247","T20170004404",145.10524421,-37.92948823
"59366","T20190001967",144.99939181,-37.80850035
"57902","T20190001645",142.14677674,-34.19802514
"61422","T20190010269",146.98610738,-37.96793694
"29860","T20160014006",146.21347118,-38.60127654
"28066","T20160008997",146.53238733,-36.9250369
"20616","T20160000376",145.58584065,-37.93719204
"16902","T20150017429",142.61040505,-38.28061825
"10786","T20150007627",144.95811183,-37.82767108
"18669","T20150024342",145.08381323,-37.91722945
"69820","T20150011536",144.35842712,-38.07833151
"69452","T20150007346",145.06713768,-37.75634356
"43688","T20170010697",145.00699777,-37.67949598
"13456","T20150010231",141.63846267,-34.82415216
"75988","T20180014244",142.23549084,-34.22520682
"28431","T20160011752",144.73008975,-36.1443271
"38821","T20170011045",144.37727106,-38.1706843
"50210","T20170011357",145.01030601,-37.74035203
"51104","T20180002257",145.10394784,-38.03099096
"74470","T20170016931",145.3306301,-38.10853504
"61714","T20190000376",144.34684733,-37.55160344
"21307","T20150026972",145.9278974,-36.45026505
"59006","T20190001288",144.91015633,-37.80670021
"52499","T20180014673",144.70760023,-37.52040939
"47732","T20180003468",145.21772575,-38.00226046
"6377","T20140026174",141.69831384,-37.67182093
"65082","T20190006735",145.21603582,-37.97697348
"23411","T20160006121",144.94525775,-37.78952618
"44607","T20170001871",144.9710359,-38.32989932
"39962","T20170005954",147.07670681,-38.10487954
"22324","T20160001566",142.76347205,-35.3923864
"64408","T20180014998",145.17200682,-38.09938737
"36659","T20160027993",145.27640283,-38.08206949
"38966","T20170006011",144.96088609,-37.77472006
"56530","T20180013147",145.00409194,-37.73139445
"11443","T20150008223",144.78098442,-37.73428608
"56775","T20180011037",145.03241314,-37.63821831
"71618","T20160007426",145.03324091,-37.69203232
"10417","T20150006670",145.18315458,-38.08591074
"16574","T20150020177",144.94568955,-37.83055062
"23512","T20160003875",145.45955236,-38.18055792
"31187","T20160018380",144.9961708,-37.88859393
"61679","T20190000260",143.87055773,-37.56993989
"26982","T20160006304",145.20012922,-37.63591579
"18988","T20150025018",147.03519365,-36.17281746
"16135","T20150017809",145.17967527,-37.79409606
"12586","T20150010623",144.92873492,-37.64056779
"25442","T20160007902",144.97110249,-37.79398807
"57528","T20190000815",145.2047394,-37.94747296
"70005","T20150014192",144.88139676,-37.6349764
"55682","T20180018711",144.99173443,-37.79968819
"51328","T20180000842",142.56621912,-38.40827519
"42589","T20170008750",144.94615961,-37.72974765
"49126","T20170021840",144.94849122,-37.81846111
"49312","T20180007154",144.94486947,-37.65304858
"53799","T20170018474",147.46284024,-37.81981513
"26315","T20160005817",144.15684683,-38.00454182
"7355","T20150000501",145.052357,-37.66204481
"17435","T20150018019",145.46429238,-37.95162793
"16289","T20150019083",145.96939321,-38.17379657
"5067","T20140023943",145.29525075,-38.50982972
"20973","T20150026573",144.95698036,-37.82537288
"21282","T20150025189",146.00861719,-36.01503409
"75323","T20180004234",147.28701194,-36.86400538
"56889","T20180021454",145.29566429,-38.08432165
"6427","T20140025729",145.16542326,-38.15495155
"68453","T20190012103",145.01908699,-37.90123864
"10735","T20150007556",145.24968176,-36.13683404
"39706","T20170007261",142.79484153,-34.59866971
"48872","T20170019825",144.82151294,-37.76023755
"55809","T20180011053",144.99908,-37.79580999
"65808","T20190009821",144.86433136,-37.7868458
"63367","T20190000365",144.30485217,-36.73146589
"57627","T20180015013",145.52161079,-37.94624334
"31685","T20160017593",145.33844042,-38.05986572
"29212","T20160010590",145.06818598,-37.68618359
"22432","T20150026220",144.99219528,-37.90971225
"17461","T20150017375",145.22735259,-37.81400753
"38757","T20160019675",145.37026987,-37.88372475
"51176","T20180002346",144.89534914,-37.80370652
"47392","T20180000192",145.16477289,-37.77668295
"76801","T20190002382",145.15370565,-37.57182516
"70203","T20150016520",141.71389715,-35.86246674
"60627","T20180006024",145.35736242,-38.06085966
"63134","T20180011449",144.89923241,-37.73492088
"69472","T20150007527",146.22270067,-37.24030028
"7780","T20150001303",144.96821216,-37.64590223
"38095","T20170004280",144.96055828,-37.77648846
"77349","T20190010298",144.9607727,-37.6897097
"49487","T20170024342",149.3538769,-37.55684476
"67085","T20190009355",144.88896098,-37.63587769
"40350","T20170003800",145.08674026,-37.82471026
"16282","T20150019643",144.29634252,-38.19608056
"18136","T20150020982",144.98257888,-37.88221691
"30012","T20160014273",146.24041536,-38.24241408
"29042","T20160012653",144.95307357,-37.29042423
"31895","T20160019747",144.86978558,-37.72025211
"61220","T20190009909",146.15177053,-38.2108145
"72764","T20160021914",145.19965262,-37.82559596
"73814","T20170008034",144.26684596,-37.29030633
"4620","T20140022751",144.79952062,-37.72820697
"5781","T20140025231",145.08336845,-37.8566787
"29352","T20160017672",145.03051933,-37.71026506
"3966","T20140021493",144.39598542,-38.02421623
"13424","T20150012048",145.28301612,-37.8621065
"2519","T20140019066",144.93794625,-37.78891709
"23046","T20160003023",144.99935028,-37.67878496
"65761","T20190006177",145.15787631,-37.7045097
"14175","T20150014577",143.86709192,-37.54030648
"49494","T20180007661",145.06265832,-37.69203072
"13803","T20150014031",143.87828136,-37.5445412
"76226","T20180018043",144.35195234,-38.15174717
"16724","T20150016723",145.07821468,-37.87870315
"19328","T20150021287",146.62405907,-36.01892163
"8183","T20150002610",144.94140005,-37.77188118
"68555","T20140023044",144.92783521,-37.82104995
"39167","T20170004510",145.02051742,-37.85548596
"15853","T20150016503",144.7543585,-37.76208445
"36887","T20170007025",145.12714357,-38.30008123
"9469","T20150003027",145.26453601,-38.01395687
"71823","T20160009883",145.05413542,-37.97347607
"68960","T20150001111",145.01547502,-37.88440165
"49389","T20170024185",144.98857922,-37.92742362
"15759","T20150015331",144.26122687,-38.13015894
"53923","T20180014459",144.83070685,-37.7959659
"40566","T20160022919",145.50769513,-37.90364762
"71601","T20160007185",144.30342363,-36.80227683
"16673","T20150018505",144.04867939,-38.29059554
"77128","T20190007266",144.74957937,-37.7303581
"64409","T20180015008",143.8310459,-37.54116529
"48319","T20180002551",145.26777744,-37.85706404
"70271","T20150017383",145.34272554,-37.80999905
"40622","T20170008865",144.99697953,-37.93616399
"73007","T20160025306",145.09208383,-37.87064652
"5368","T20140024489",145.60219486,-38.64077268
"3611","T20140021072",142.84387679,-34.67890466
"67505","T20190011984",146.68244878,-36.60982835
"55357","T20180017881",142.47672778,-36.99166526
"49766","T20180005632",144.43911545,-37.69016065
"35900","T20170005061",144.98078329,-37.85051294
"1388","T20140016698",144.92904597,-37.64378014
"50293","T20180009705",145.10420816,-37.80202924
"42834","T20170019131",145.46510132,-37.64898971
"8629","T20150001581",144.98587083,-37.86468473
"29705","T20160018564",144.32239685,-36.69809677
"24563","T20160003155",145.01112645,-38.30489608
"67565","T20190011422",145.98760393,-38.85993036
"57507","T20180014723",145.23403606,-38.10650312
"32637","T20160025300",146.00451977,-36.01502957
"76117","T20180016098",145.1426316,-37.97992725
"24263","T20160002679",144.74004635,-37.50776473
"33701","T20160023831",144.54278091,-37.42339906
"5727","T20140025258",144.87762426,-37.82527528
"10155","T20150007956",144.35218423,-38.10855268
"56541","T20180023370",145.04180563,-37.90422005
"23729","T20160003406",144.89798199,-37.80075824
"23030","T20160001085",145.23412459,-37.98717423
"40480","T20170014326",144.34027683,-38.20689466
"73480","T20170003524",144.9641646,-37.74486052
"75356","T20180004685",145.02198304,-37.71508304
"57890","T20180013313",146.42422337,-36.42084111
"17001","T20150019171",144.51180358,-36.84336231
